model,nowcast_date,max_rhat,divergent_transitions,per_divergent_transitions,max_treedepth,no_at_max_treedepth,per_at_max_treedepth,run_time,failure,id
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.01,5,0.0025,7,1985,0.9925,905.9,FALSE,5069
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.01,23,0.0115,8,1739,0.8695,1411.5,FALSE,5070
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.01,0,0,8,1915,0.9575,1621.9,FALSE,5071
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.01,0,0,8,899,0.4495,1447.9,FALSE,5072
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.01,93,0.0465,8,31,0.0155,887.6,FALSE,5073
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.01,0,0,8,1221,0.6105,1341.6,FALSE,5074
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.01,0,0,7,132,0.066,103.9,TRUE,5075
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.02,1,5e-04,7,1990,0.995,975.9,FALSE,5076
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.01,0,0,8,935,0.4675,1282.4,FALSE,5077
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.01,1,5e-04,8,830,0.415,1470,FALSE,5078
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.03,2,0.001,8,575,0.2875,1484.2,FALSE,5079
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.01,0,0,8,437,0.2185,1088.5,FALSE,5080
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.01,257,0.1285,7,963,0.4815,731.2,FALSE,5081
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.01,379,0.1895,8,1593,0.7965,1643,FALSE,5082
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.01,0,0,7,1997,0.9985,884.4,FALSE,5083
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-23,1.01,0,0,8,642,0.321,1205.4,FALSE,5084
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.02,1,5e-04,9,1,5e-04,1029.1,FALSE,5085
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.01,26,0.013,8,359,0.1795,1203.1,FALSE,5086
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.01,0,0,8,1414,0.707,1416.6,FALSE,5087
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.01,0,0,8,1149,0.5745,1392.4,FALSE,5088
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.01,191,0.0955,8,5,0.0025,868,FALSE,5089
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.01,0,0,8,357,0.1785,1170.1,FALSE,5090
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.01,0,0,7,218,0.109,125.7,TRUE,5091
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.01,0,0,8,539,0.2695,1166.7,FALSE,5092
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.01,0,0,8,1723,0.8615,1340.7,FALSE,5093
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.01,0,0,8,1557,0.7785,1406.9,FALSE,5094
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.02,0,0,8,1002,0.501,1352.8,FALSE,5095
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.01,0,0,8,324,0.162,1075.8,FALSE,5096
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.01,2,0.001,6,1955,0.9775,84.6,TRUE,5097
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.01,531,0.2655,9,531,0.2655,2142.6,FALSE,5098
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.01,0,0,8,23,0.0115,935.4,FALSE,5099
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-24,1.02,0,0,8,963,0.4815,1249.6,FALSE,5100
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.01,2,0.001,8,1,5e-04,964,FALSE,5101
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.01,4,0.002,8,976,0.488,1485.9,FALSE,5102
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.01,0,0,8,1444,0.722,1537.8,FALSE,5103
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.01,0,0,8,1110,0.555,1460.1,FALSE,5104
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.01,0,0,7,1439,0.7195,129.6,TRUE,5105
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.01,0,0,8,1392,0.696,1363.5,FALSE,5106
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.01,0,0,7,459,0.2295,128.8,TRUE,5107
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.01,1,5e-04,8,80,0.04,1076.7,FALSE,5108
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.01,0,0,10,1,5e-04,1358.3,FALSE,5109
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.01,2,0.001,8,40,0.02,1211.6,FALSE,5110
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.04,0,0,8,1444,0.722,1458,FALSE,5111
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.01,0,0,8,61,0.0305,1026.5,FALSE,5112
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.01,215,0.1075,8,1316,0.658,1060.2,FALSE,5113
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.01,203,0.1015,8,1789,0.8945,1768.1,FALSE,5114
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.03,4,0.002,7,1983,0.9915,928.9,FALSE,5115
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-25,1.01,0,0,8,10,0.005,971.1,FALSE,5116
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,6,0.003,7,1986,0.993,950.9,FALSE,5117
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,0,0,8,854,0.427,246.2,TRUE,5118
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,1,5e-04,8,1707,0.8535,1528.6,FALSE,5119
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,0,0,8,784,0.392,1446.4,FALSE,5120
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,732,0.366,8,1072,0.536,1167.8,FALSE,5121
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,0,0,8,890,0.445,1350.9,FALSE,5122
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,1,5e-04,6,1996,0.998,114.9,TRUE,5123
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,1,5e-04,8,128,0.064,1059.3,FALSE,5124
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,0,0,8,1164,0.582,1395.4,FALSE,5125
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,1,5e-04,8,678,0.339,1383.9,FALSE,5126
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,0,0,8,49,0.0245,1069.3,FALSE,5127
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,115,0.0575,8,1193,0.5965,1475,FALSE,5128
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,244,0.122,7,1756,0.878,715.6,FALSE,5129
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,118,0.059,9,323,0.1615,2217.2,FALSE,5130
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,0,0,8,4,0.002,896.8,FALSE,5131
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-26,1.01,0,0,8,1000,0.5,1293.6,FALSE,5132
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.01,2,0.001,8,1219,0.6095,621.5,FALSE,5133
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.03,15,0.0075,8,1970,0.985,759,FALSE,5134
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.01,0,0,8,925,0.4625,685.1,FALSE,5135
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.01,1,5e-04,8,133,0.0665,580.4,FALSE,5136
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.01,263,0.1315,8,538,0.269,510.5,FALSE,5137
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.01,0,0,8,52,0.026,513.7,FALSE,5138
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.01,0,0,7,311,0.1555,64.4,TRUE,5139
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.01,0,0,8,18,0.009,479.7,FALSE,5140
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.01,0,0,8,1635,0.8175,681.5,FALSE,5141
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.01,0,0,8,595,0.2975,632.7,FALSE,5142
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.08,1,5e-04,9,1,5e-04,625.4,FALSE,5143
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.02,39,0.0195,9,10,0.005,836.5,FALSE,5144
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.01,328,0.164,7,1651,0.8255,366.5,FALSE,5145
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.01,69,0.0345,9,115,0.0575,958.9,FALSE,5146
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.01,1,5e-04,7,1912,0.956,463.7,FALSE,5147
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-27,1.01,1,5e-04,7,1998,0.999,441.5,FALSE,5148
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1.01,2,0.001,8,1018,0.509,876,FALSE,5149
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1.02,11,0.0055,8,1938,0.969,1061.8,FALSE,5150
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1.02,0,0,8,1370,0.685,965.8,FALSE,5151
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1.01,0,0,8,294,0.147,835,FALSE,5152
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1.01,386,0.193,8,778,0.389,761.3,FALSE,5153
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1,0,0,8,666,0.333,868.5,FALSE,5154
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1.01,0,0,7,28,0.014,63.8,TRUE,5155
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1.01,0,0,8,86,0.043,701.1,FALSE,5156
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1.01,0,0,8,938,0.469,698.2,FALSE,5157
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1.01,0,0,8,291,0.1455,664.9,FALSE,5158
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1.01,0,0,8,19,0.0095,543.3,FALSE,5159
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1.01,13,0.0065,8,1688,0.844,852.9,FALSE,5160
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1.01,341,0.1705,8,1,5e-04,350.8,FALSE,5161
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1.01,294,0.147,8,1706,0.853,922.3,FALSE,5162
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1.02,3,0.0015,8,62,0.031,477.7,FALSE,5163
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-02-28,1.01,0,0,8,46,0.023,492.2,FALSE,5164
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.01,0,0,8,449,0.2245,722.1,FALSE,5165
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.02,37,0.0185,8,1938,0.969,1036.3,FALSE,5166
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.01,0,0,8,1037,0.5185,971.7,FALSE,5167
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.01,0,0,8,371,0.1855,820.6,FALSE,5168
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.01,0,0,8,98,0.049,99.8,TRUE,5169
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.01,0,0,8,271,0.1355,744.3,FALSE,5170
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.01,5,0.0025,8,1,5e-04,73.6,TRUE,5171
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.01,0,0,7,2000,1,644.7,FALSE,5172
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.01,0,0,8,416,0.208,732.1,FALSE,5173
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.01,0,0,8,766,0.383,834,FALSE,5174
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.01,0,0,8,6,0.003,631,FALSE,5175
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.01,39,0.0195,8,1160,0.58,894.8,FALSE,5176
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.01,50,0.025,7,1944,0.972,486,FALSE,5177
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.01,165,0.0825,9,754,0.377,1418.3,FALSE,5178
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.01,0,0,8,46,0.023,519.6,FALSE,5179
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-01,1.01,0,0,8,773,0.3865,607.4,FALSE,5180
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1,0,0,8,554,0.277,1142.5,FALSE,5181
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1.01,109,0.0545,8,1812,0.906,1492.3,FALSE,5182
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1.01,1,5e-04,8,531,0.2655,1328,FALSE,5183
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1.01,0,0,8,985,0.4925,1418.9,FALSE,5184
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1.02,201,0.1005,7,1753,0.8765,836.9,FALSE,5185
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1.01,0,0,8,74,0.037,1059.2,FALSE,5186
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1.01,0,0,7,287,0.1435,132.1,TRUE,5187
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1.02,0,0,8,90,0.045,1063.6,FALSE,5188
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1.01,0,0,8,212,0.106,1136.9,FALSE,5189
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1.01,0,0,8,429,0.2145,1173,FALSE,5190
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1.01,0,0,8,1138,0.569,1201.3,FALSE,5191
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1.01,2,0.001,8,1048,0.524,1226.1,FALSE,5192
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1.01,62,0.031,7,1271,0.6355,692.7,FALSE,5193
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1.02,339,0.1695,9,146,0.073,1971.4,FALSE,5194
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1.01,0,0,7,1996,0.998,874.7,FALSE,5195
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-02,1.01,0,0,8,4,0.002,841.4,FALSE,5196
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1.01,0,0,8,1151,0.5755,1318.2,FALSE,5197
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1.01,0,0,8,1878,0.939,1476,FALSE,5198
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1.02,0,0,8,1416,0.708,1577.4,FALSE,5199
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1.01,0,0,8,494,0.247,1380.6,FALSE,5200
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1.02,76,0.038,8,26,0.013,931.6,FALSE,5201
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1.01,0,0,8,12,0.006,1065,FALSE,5202
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1.01,0,0,7,7,0.0035,129.9,TRUE,5203
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1.01,0,0,7,1996,0.998,1019.8,FALSE,5204
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1.01,1,5e-04,8,1254,0.627,1353.9,FALSE,5205
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1.01,0,0,8,16,0.008,1142.4,FALSE,5206
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1.01,0,0,8,724,0.362,1276.5,FALSE,5207
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1.01,4,0.002,8,455,0.2275,1261.4,FALSE,5208
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1.01,9,0.0045,7,1530,0.765,736,FALSE,5209
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1.01,31,0.0155,9,1625,0.8125,2735.1,FALSE,5210
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1.01,6,0.003,8,1,5e-04,919.8,FALSE,5211
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-03,1,0,0,8,59,0.0295,962.8,FALSE,5212
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.01,0,0,8,394,0.197,572.5,FALSE,5213
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.02,0,0,8,1569,0.7845,683.2,FALSE,5214
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.01,0,0,8,50,0.025,601.4,FALSE,5215
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.01,0,0,8,285,0.1425,636.3,FALSE,5216
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.02,79,0.0395,7,1921,0.9605,409.5,FALSE,5217
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.01,0,0,8,122,0.061,573.5,FALSE,5218
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.01,0,0,7,1012,0.506,76.5,TRUE,5219
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.01,0,0,8,885,0.4425,619.4,FALSE,5220
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.01,0,0,8,1284,0.642,648.9,FALSE,5221
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.01,0,0,8,1244,0.622,686.8,FALSE,5222
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.01,0,0,8,667,0.3335,592.8,FALSE,5223
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.01,0,0,8,1146,0.573,643.9,FALSE,5224
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.01,7,0.0035,7,1711,0.8555,359.7,FALSE,5225
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.02,6,0.003,9,908,0.454,1285.5,FALSE,5226
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.02,6,0.003,8,23,0.0115,468.6,FALSE,5227
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-04,1.01,0,0,8,3,0.0015,461.4,FALSE,5228
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1.01,0,0,8,1153,0.5765,578.3,FALSE,5229
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1.01,5,0.0025,8,1951,0.9755,713,FALSE,5230
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1.02,0,0,8,692,0.346,639.2,FALSE,5231
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1.01,0,0,8,22,0.011,572.9,FALSE,5232
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1.02,110,0.055,8,8,0.004,412.4,FALSE,5233
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1.01,0,0,8,85,0.0425,534.7,FALSE,5234
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1,0,0,7,1778,0.889,74.5,TRUE,5235
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1.01,63,0.0315,8,936,0.468,658.6,FALSE,5236
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1.01,0,0,8,980,0.49,595.8,FALSE,5237
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1.01,12,0.006,8,313,0.1565,578,FALSE,5238
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1.01,0,0,8,1336,0.668,606.4,FALSE,5239
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1.01,0,0,8,1423,0.7115,581.8,FALSE,5240
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1.01,16,0.008,7,1963,0.9815,354.2,FALSE,5241
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1.01,298,0.149,8,1695,0.8475,837.8,FALSE,5242
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1.01,35,0.0175,8,1,5e-04,439.9,FALSE,5243
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-05,1,0,0,8,959,0.4795,648.8,FALSE,5244
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.01,0,0,8,28,0.014,481.1,FALSE,5245
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.01,5,0.0025,8,1918,0.959,676.7,FALSE,5246
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.01,0,0,8,196,0.098,593.7,FALSE,5247
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.02,0,0,8,27,0.0135,553.2,FALSE,5248
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.01,105,0.0525,7,1666,0.833,375.1,FALSE,5249
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.01,0,0,8,10,0.005,482.5,FALSE,5250
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.25,1953,0.9765,10,46,0.023,631.8,FALSE,5251
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.01,12,0.006,8,73,0.0365,536.9,FALSE,5252
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.01,0,0,8,336,0.168,548.3,FALSE,5253
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.01,11,0.0055,8,857,0.4285,634.8,FALSE,5254
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.02,0,0,8,223,0.1115,543.1,FALSE,5255
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.01,0,0,8,913,0.4565,595.6,FALSE,5256
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.01,2,0.001,7,1914,0.957,358.4,FALSE,5257
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.03,170,0.085,9,29,0.0145,1010.7,FALSE,5258
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.01,1,5e-04,7,1982,0.991,440.3,FALSE,5259
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.01,0,0,7,2000,1,453.1,FALSE,5260
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.01,0,0,8,879,0.4395,2310.6,FALSE,5261
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.01,1,5e-04,8,1060,0.53,2458.6,FALSE,5262
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.01,1,5e-04,8,562,0.281,2610,FALSE,5263
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.01,0,0,8,14,0.007,2046.4,FALSE,5264
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.01,0,0,7,975,0.4875,231.7,TRUE,5265
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.01,0,0,8,351,0.1755,2186.2,FALSE,5266
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.01,0,0,7,1719,0.8595,155.2,TRUE,5267
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.02,4,0.002,8,229,0.1145,2073.1,FALSE,5268
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.01,0,0,8,670,0.335,1899.9,FALSE,5269
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.01,0,0,8,18,0.009,1638,FALSE,5270
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.01,0,0,8,103,0.0515,1568.3,FALSE,5271
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.01,0,0,8,687,0.3435,1605.4,FALSE,5272
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.01,0,0,7,1635,0.8175,1072.1,FALSE,5273
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.01,139,0.0695,9,6,0.003,2486.6,FALSE,5274
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.02,540,0.27,7,1459,0.7295,1188.4,FALSE,5275
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.02,0,0,7,2000,1,960.4,FALSE,5276
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-08,1.01,0,0,8,522,0.261,1855.9,FALSE,5277
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-08,1.01,12,0.006,8,1717,0.8585,2153.3,FALSE,5278
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-08,1.01,0,0,8,675,0.3375,2092,FALSE,5279
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-08,1.02,0,0,8,413,0.2065,2026.9,FALSE,5280
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-08,1.02,63,0.0315,7,1933,0.9665,1108.7,FALSE,5281
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-08,1.02,0,0,8,3,0.003,1677.5,FALSE,5282
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-08,1.32,1960,0.98,9,5,0.0025,743.1,FALSE,5283
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-08,1.01,0,0,8,508,0.254,1868,FALSE,5284
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-08,1.02,0,0,8,6,0.003,1324.2,FALSE,5285
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-08,1.01,0,0,8,38,0.019,1367.1,FALSE,5286
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-08,1,0,0,8,802,0.401,1324.3,FALSE,5287
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-08,1,0,0,8,528,0.264,1284.1,FALSE,5288
