nowcast_date,model,interval_score,sharpness,underprediction,overprediction,coverage_deviation,bias,aem,scale
2022-01-03,"Reference: Age, Report: Day of week",0.142,0.0349,0.0892,0.0172,-0.254,-0.283,0.229,log
2022-01-03,"Reference: Age and week, Report: Day of week",0.137,0.0367,0.0751,0.0245,-0.224,-0.211,0.233,log
2022-01-03,"Reference: Age and week by age, Report: Day of week",0.179,0.037,0.134,0.00701,-0.271,-0.462,0.249,log
2022-01-03,"Independent by age, Reference: Week, Report: Day of week",0.104,0.0423,0.0254,0.0351,-0.123,-0.139,0.194,log
2022-01-03,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0871,0.0414,0.0244,0.0206,-0.1,-0.122,0.162,log
2022-01-04,"Reference: Fixed, Report: Fixed",0.116,0.0349,0.0487,0.0315,-0.218,-0.227,0.21,log
2022-01-04,"Reference: Fixed, Report: Day of week",0.148,0.0302,0.00781,0.11,-0.2,0.276,0.242,log
2022-01-04,"Reference: Age, Report: Day of week",0.124,0.0315,0.0576,0.0337,-0.279,-0.298,0.211,log
2022-01-04,"Reference: Age and week, Report: Day of week",0.126,0.0312,0.0601,0.0337,-0.28,-0.288,0.214,log
2022-01-04,"Reference: Age and week by age, Report: Day of week",0.168,0.0333,0.11,0.0234,-0.314,-0.465,0.263,log
2022-01-04,"Independent by age, Reference: Week, Report: Day of week",0.113,0.0362,0.0488,0.0265,-0.245,-0.34,0.197,log
2022-01-04,"Independent by age, Reference: Week and day of week, Report: Day of week",0.11,0.0362,0.0504,0.0216,-0.218,-0.393,0.184,log
2022-01-05,"Reference: Fixed, Report: Fixed",0.103,0.0375,0.0145,0.0507,-0.143,0.159,0.194,log
2022-01-05,"Reference: Fixed, Report: Day of week",0.121,0.0301,0.0102,0.0809,-0.234,0.307,0.212,log
2022-01-05,"Reference: Age, Report: Day of week",0.107,0.0306,0.0452,0.0311,-0.234,-0.136,0.19,log
2022-01-05,"Reference: Age and week, Report: Day of week",0.114,0.0306,0.0502,0.0336,-0.256,-0.154,0.2,log
2022-01-05,"Reference: Age and week by age, Report: Day of week",0.107,0.0329,0.042,0.0318,-0.192,-0.127,0.197,log
2022-01-05,"Independent by age, Reference: Week, Report: Day of week",0.0886,0.0337,0.0326,0.0224,-0.136,-0.224,0.162,log
2022-01-05,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0768,0.0323,0.0266,0.0179,-0.086,-0.25,0.146,log
2022-01-06,"Reference: Fixed, Report: Fixed",0.107,0.0384,0.00562,0.0626,-0.153,0.397,0.191,log
2022-01-06,"Reference: Fixed, Report: Day of week",0.104,0.0301,0.00432,0.0695,-0.18,0.393,0.169,log
2022-01-06,"Reference: Age, Report: Day of week",0.086,0.0311,0.0174,0.0375,-0.141,0.00446,0.147,log
2022-01-06,"Reference: Age and week, Report: Day of week",0.0903,0.0308,0.0187,0.0408,-0.166,0.0125,0.156,log
2022-01-06,"Reference: Age and week by age, Report: Day of week",0.145,0.0354,0.086,0.0242,-0.318,-0.357,0.227,log
2022-01-06,"Independent by age, Reference: Week, Report: Day of week",0.0791,0.0337,0.0202,0.0251,-0.0779,-0.0777,0.148,log
2022-01-06,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0724,0.0337,0.0185,0.0201,-0.0162,-0.112,0.135,log
2022-01-07,"Reference: Fixed, Report: Fixed",0.092,0.0399,0.00394,0.0482,-0.112,0.404,0.167,log
2022-01-07,"Reference: Fixed, Report: Day of week",0.0807,0.031,0.00826,0.0414,-0.117,0.216,0.139,log
2022-01-07,"Reference: Age, Report: Day of week",0.0956,0.037,0.0424,0.0163,-0.141,-0.382,0.175,log
2022-01-07,"Reference: Age and week, Report: Day of week",0.088,0.0345,0.0357,0.0177,-0.144,-0.233,0.157,log
2022-01-07,"Reference: Age and week by age, Report: Day of week",0.13,0.0389,0.0797,0.0112,-0.273,-0.596,0.225,log
2022-01-07,"Independent by age, Reference: Week, Report: Day of week",0.0806,0.0348,0.0332,0.0127,-0.143,-0.362,0.164,log
2022-01-07,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0756,0.0317,0.0331,0.0108,-0.11,-0.414,0.142,log
2022-01-08,"Reference: Fixed, Report: Fixed",0.0934,0.0376,0.00144,0.0543,-0.109,0.513,0.163,log
2022-01-08,"Reference: Fixed, Report: Day of week",0.0788,0.028,0.00453,0.0463,-0.128,0.304,0.134,log
2022-01-08,"Reference: Age, Report: Day of week",0.0895,0.0276,0.0421,0.0198,-0.192,-0.33,0.164,log
2022-01-08,"Reference: Age and week, Report: Day of week",0.0843,0.0285,0.035,0.0208,-0.164,-0.278,0.157,log
2022-01-08,"Reference: Age and week by age, Report: Day of week",0.0846,0.0297,0.0382,0.0167,-0.151,-0.366,0.159,log
2022-01-08,"Independent by age, Reference: Week, Report: Day of week",0.0649,0.0299,0.0233,0.0117,-0.0325,-0.223,0.127,log
2022-01-08,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0662,0.03,0.0255,0.0106,-0.0341,-0.226,0.121,log
2022-01-09,"Reference: Fixed, Report: Fixed",0.0647,0.0369,0.00715,0.0206,0.00325,0.0911,0.113,log
2022-01-09,"Reference: Fixed, Report: Day of week",0.0927,0.0298,0.00336,0.0595,-0.169,0.393,0.161,log
2022-01-09,"Reference: Age, Report: Day of week",0.107,0.0285,0.0614,0.0173,-0.269,-0.239,0.182,log
2022-01-09,"Reference: Age and week, Report: Day of week",0.103,0.0293,0.051,0.0223,-0.24,-0.194,0.18,log
2022-01-09,"Reference: Age and week by age, Report: Day of week",0.1,0.0322,0.046,0.0218,-0.182,-0.211,0.179,log
2022-01-09,"Independent by age, Reference: Week, Report: Day of week",0.076,0.0345,0.0174,0.0241,-0.0536,-0.0116,0.152,log
2022-01-09,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0743,0.0339,0.0203,0.0201,-0.0211,-0.0696,0.14,log
2022-01-10,"Reference: Fixed, Report: Fixed",0.0931,0.0356,0.0451,0.0123,-0.161,-0.331,0.177,log
2022-01-10,"Reference: Fixed, Report: Day of week",0.147,0.0314,0.00628,0.109,-0.239,0.356,0.241,log
2022-01-10,"Reference: Age, Report: Day of week",0.121,0.0347,0.0333,0.0525,-0.185,-0.141,0.223,log
2022-01-10,"Reference: Age and week, Report: Day of week",0.111,0.0379,0.0232,0.0499,-0.12,-0.0884,0.207,log
2022-01-10,"Reference: Age and week by age, Report: Day of week",0.137,0.0376,0.0522,0.0476,-0.231,-0.301,0.248,log
2022-01-10,"Independent by age, Reference: Week, Report: Day of week",0.118,0.0367,0.029,0.0526,-0.167,-0.156,0.213,log
2022-01-10,"Independent by age, Reference: Week and day of week, Report: Day of week",0.106,0.0361,0.0286,0.0411,-0.119,-0.178,0.19,log
2022-01-11,"Reference: Fixed, Report: Fixed",0.0786,0.034,0.0149,0.0297,-0.0779,-0.138,0.154,log
2022-01-11,"Reference: Fixed, Report: Day of week",0.116,0.0278,0.00706,0.0815,-0.195,0.227,0.193,log
2022-01-11,"Reference: Age, Report: Day of week",0.103,0.0285,0.0157,0.0593,-0.213,0.0161,0.186,log
2022-01-11,"Reference: Age and week, Report: Day of week",0.101,0.0283,0.02,0.0528,-0.203,0.0179,0.181,log
2022-01-11,"Reference: Age and week by age, Report: Day of week",0.0966,0.0354,0.0379,0.0233,-0.11,-0.212,0.184,log
2022-01-11,"Independent by age, Reference: Week, Report: Day of week",0.0833,0.032,0.0197,0.0317,-0.101,-0.12,0.155,log
2022-01-11,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0772,0.0312,0.0201,0.0259,-0.0763,-0.0991,0.145,log
2022-01-12,"Reference: Fixed, Report: Fixed",0.0648,0.035,0.00989,0.02,0.0373,0.0625,0.116,log
2022-01-12,"Reference: Fixed, Report: Day of week",0.0686,0.0267,0.014,0.0279,-0.0779,-0.0366,0.133,log
2022-01-12,"Reference: Age, Report: Day of week",0.171,0.0248,0.145,0.00119,-0.481,-0.825,0.281,log
2022-01-12,"Reference: Age and week, Report: Day of week",0.259,0.0219,0.236,0.00092,-0.55,-0.879,0.358,log
2022-01-12,"Reference: Age and week by age, Report: Day of week",0.313,0.0256,0.286,0.00153,-0.549,-0.881,0.397,log
2022-01-12,"Independent by age, Reference: Week, Report: Day of week",0.109,0.0289,0.0767,0.00301,-0.198,-0.48,0.197,log
2022-01-12,"Independent by age, Reference: Week and day of week, Report: Day of week",0.102,0.0292,0.0705,0.00234,-0.162,-0.479,0.186,log
2022-01-13,"Reference: Fixed, Report: Fixed",0.063,0.035,0.00582,0.0221,0.0552,0.227,0.108,log
2022-01-13,"Reference: Fixed, Report: Day of week",0.0586,0.0255,0.0147,0.0185,-0.0292,-0.0143,0.116,log
2022-01-13,"Reference: Age, Report: Day of week",0.104,0.0272,0.0731,0.00327,-0.308,-0.72,0.203,log
2022-01-13,"Reference: Age and week, Report: Day of week",0.118,0.0272,0.0885,0.00215,-0.341,-0.743,0.221,log
2022-01-13,"Reference: Age and week by age, Report: Day of week",0.154,0.0259,0.126,0.00154,-0.455,-0.809,0.263,log
2022-01-13,"Independent by age, Reference: Week, Report: Day of week",0.0755,0.0277,0.0453,0.00243,-0.104,-0.541,0.15,log
2022-01-13,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0752,0.0279,0.0444,0.00295,-0.107,-0.569,0.15,log
2022-01-14,"Reference: Fixed, Report: Fixed",0.0612,0.0343,0.00302,0.0239,0.0519,0.392,0.113,log
2022-01-14,"Reference: Fixed, Report: Day of week",0.0496,0.0245,0.00927,0.0158,-0.00325,0.0839,0.0932,log
2022-01-14,"Reference: Age, Report: Day of week",0.051,0.0249,0.0151,0.011,0.00162,-0.144,0.096,log
2022-01-14,"Reference: Age and week, Report: Day of week",0.0507,0.0248,0.0147,0.0112,0.00649,-0.127,0.095,log
2022-01-14,"Reference: Age and week by age, Report: Day of week",0.0753,0.0291,0.0434,0.0028,-0.136,-0.597,0.147,log
2022-01-14,"Independent by age, Reference: Week, Report: Day of week",0.0511,0.0266,0.021,0.00339,0.0244,-0.362,0.101,log
2022-01-14,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0552,0.0286,0.0227,0.00385,0.00812,-0.364,0.105,log
2022-01-15,"Reference: Fixed, Report: Fixed",0.0624,0.0339,0.000304,0.0282,-0.00162,0.597,0.121,log
2022-01-15,"Reference: Fixed, Report: Day of week",0.0438,0.0239,0.00308,0.0168,0.0633,0.199,0.0789,log
2022-01-15,"Reference: Age, Report: Day of week",0.0465,0.0248,0.0018,0.0198,0.0471,0.319,0.0841,log
2022-01-15,"Reference: Age and week, Report: Day of week",0.0471,0.0248,0.00154,0.0208,0.0373,0.347,0.0881,log
2022-01-15,"Reference: Age and week by age, Report: Day of week",0.0445,0.0301,0.00682,0.00766,0.0844,-0.102,0.0738,log
2022-01-15,"Independent by age, Reference: Week, Report: Day of week",0.0449,0.028,0.0109,0.00591,0.0812,-0.162,0.0842,log
2022-01-15,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0455,0.0286,0.0116,0.00527,0.0893,-0.144,0.0844,log
2022-01-16,"Reference: Fixed, Report: Fixed",0.058,0.0339,0.00689,0.0172,0.0682,-0.0411,0.11,log
2022-01-16,"Reference: Fixed, Report: Day of week",0.0803,0.0269,0.0021,0.0512,-0.0195,0.204,0.137,log
2022-01-16,"Reference: Age, Report: Day of week",0.083,0.0309,0.00744,0.0447,-0.0276,-0.0286,0.152,log
2022-01-16,"Reference: Age and week, Report: Day of week",0.0826,0.0311,0.00632,0.0451,-0.013,-0.00804,0.15,log
2022-01-16,"Reference: Age and week by age, Report: Day of week",0.084,0.0355,0.0276,0.0209,-0.127,-0.312,0.17,log
2022-01-16,"Independent by age, Reference: Week, Report: Day of week",0.0768,0.0327,0.0133,0.0308,-0.00974,-0.14,0.146,log
2022-01-16,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0664,0.0325,0.0109,0.023,0.0357,-0.15,0.126,log
2022-01-17,"Reference: Fixed, Report: Fixed",0.108,0.0355,0.0647,0.0074,-0.193,-0.494,0.202,log
2022-01-17,"Reference: Fixed, Report: Day of week",0.0957,0.0304,0.00791,0.0574,-0.086,0.0679,0.179,log
2022-01-17,"Reference: Age, Report: Day of week",0.0988,0.0319,0.011,0.0558,-0.131,-0.0384,0.187,log
2022-01-17,"Reference: Age and week, Report: Day of week",0.0945,0.0316,0.0122,0.0507,-0.112,-0.0732,0.178,log
2022-01-17,"Reference: Age and week by age, Report: Day of week",0.101,0.0436,0.0434,0.0141,-0.143,-0.438,0.196,log
2022-01-17,"Independent by age, Reference: Week, Report: Day of week",0.0878,0.0372,0.0292,0.0214,-0.146,-0.312,0.174,log
2022-01-17,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0705,0.0362,0.0232,0.0111,-0.0649,-0.395,0.14,log
2022-01-18,"Reference: Fixed, Report: Fixed",0.0678,0.033,0.0274,0.00742,-0.086,-0.438,0.148,log
2022-01-18,"Reference: Fixed, Report: Day of week",0.0656,0.0265,0.0166,0.0225,-0.0958,-0.191,0.132,log
2022-01-18,"Reference: Age, Report: Day of week",0.0688,0.0268,0.0276,0.0144,-0.146,-0.316,0.14,log
2022-01-18,"Reference: Age and week, Report: Day of week",0.0735,0.0265,0.0353,0.0118,-0.179,-0.346,0.145,log
2022-01-18,"Reference: Age and week by age, Report: Day of week",0.141,0.0291,0.11,0.00215,-0.286,-0.692,0.244,log
2022-01-18,"Independent by age, Reference: Week, Report: Day of week",0.074,0.0309,0.0377,0.00535,-0.183,-0.485,0.153,log
2022-01-18,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0669,0.03,0.034,0.00283,-0.107,-0.536,0.142,log
2022-01-19,"Reference: Fixed, Report: Fixed",0.0548,0.033,0.00922,0.0125,0.0698,-0.227,0.104,log
2022-01-19,"Reference: Fixed, Report: Day of week",0.0606,0.0243,0.0243,0.012,-0.0795,-0.375,0.119,log
2022-01-19,"Reference: Age, Report: Day of week",0.0757,0.0242,0.0433,0.00828,-0.185,-0.558,0.146,log
2022-01-19,"Reference: Age and week, Report: Day of week",0.0787,0.0244,0.0466,0.00765,-0.209,-0.546,0.151,log
2022-01-19,"Reference: Age and week by age, Report: Day of week",0.0974,0.029,0.0638,0.00449,-0.273,-0.699,0.185,log
2022-01-19,"Independent by age, Reference: Week, Report: Day of week",0.0799,0.0284,0.0478,0.00378,-0.2,-0.619,0.162,log
2022-01-19,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0714,0.028,0.04,0.00335,-0.161,-0.646,0.154,log
2022-01-20,"Reference: Fixed, Report: Fixed",0.055,0.0329,0.00358,0.0185,0.099,-0.0286,0.0834,log
2022-01-20,"Reference: Fixed, Report: Day of week",0.0567,0.0229,0.0215,0.0122,-0.0763,-0.419,0.112,log
2022-01-20,"Reference: Age, Report: Day of week",0.0631,0.0229,0.0302,0.0101,-0.13,-0.467,0.127,log
2022-01-20,"Reference: Age and week, Report: Day of week",0.0627,0.0231,0.0294,0.0102,-0.136,-0.466,0.127,log
2022-01-20,"Reference: Age and week by age, Report: Day of week",0.214,0.0256,0.181,0.00733,-0.352,-0.596,0.3,log
2022-01-20,"Independent by age, Reference: Week, Report: Day of week",0.065,0.0264,0.0313,0.00735,-0.166,-0.549,0.139,log
2022-01-20,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0643,0.0263,0.0311,0.00697,-0.146,-0.528,0.133,log
2022-01-21,"Reference: Fixed, Report: Fixed",0.0539,0.0325,0.00284,0.0186,0.0925,0.156,0.0856,log
2022-01-21,"Reference: Fixed, Report: Day of week",0.0547,0.0222,0.0221,0.0104,-0.0893,-0.32,0.108,log
2022-01-21,"Reference: Age, Report: Day of week",0.0572,0.0224,0.0255,0.00926,-0.107,-0.359,0.112,log
2022-01-21,"Reference: Age and week, Report: Day of week",0.0583,0.0224,0.0262,0.00974,-0.11,-0.348,0.116,log
2022-01-21,"Reference: Age and week by age, Report: Day of week",0.126,0.0301,0.0874,0.00861,-0.273,-0.552,0.237,log
2022-01-21,"Independent by age, Reference: Week, Report: Day of week",0.0553,0.0252,0.0258,0.00427,-0.0649,-0.462,0.114,log
2022-01-21,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0562,0.0254,0.0262,0.00459,-0.0747,-0.44,0.111,log
2022-01-22,"Reference: Fixed, Report: Fixed",0.0479,0.032,0.00361,0.0123,0.109,0.0411,0.075,log
2022-01-22,"Reference: Fixed, Report: Day of week",0.0568,0.0216,0.0294,0.00578,-0.13,-0.404,0.106,log
2022-01-22,"Reference: Age, Report: Day of week",0.0596,0.0218,0.0327,0.00512,-0.144,-0.436,0.113,log
2022-01-22,"Reference: Age and week, Report: Day of week",0.0588,0.0222,0.0316,0.00498,-0.114,-0.421,0.11,log
2022-01-22,"Reference: Age and week by age, Report: Day of week",0.0693,0.025,0.0416,0.00272,-0.177,-0.542,0.131,log
2022-01-22,"Independent by age, Reference: Week, Report: Day of week",0.0653,0.0251,0.0394,0.000861,-0.148,-0.609,0.128,log
2022-01-22,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0667,0.0252,0.0405,0.00107,-0.144,-0.595,0.132,log
2022-01-23,"Reference: Fixed, Report: Fixed",0.0704,0.0324,0.0304,0.00759,-0.0974,-0.425,0.148,log
2022-01-23,"Reference: Fixed, Report: Day of week",0.0719,0.025,0.0262,0.0207,-0.144,-0.289,0.132,log
2022-01-23,"Reference: Age, Report: Day of week",0.0735,0.0254,0.0241,0.0241,-0.131,-0.217,0.134,log
2022-01-23,"Reference: Age and week, Report: Day of week",0.0733,0.0256,0.0234,0.0244,-0.135,-0.2,0.134,log
2022-01-23,"Reference: Age and week by age, Report: Day of week",0.0908,0.0296,0.0314,0.0298,-0.159,-0.254,0.167,log
2022-01-23,"Independent by age, Reference: Week, Report: Day of week",0.0703,0.0292,0.0351,0.00608,-0.133,-0.411,0.135,log
2022-01-23,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0672,0.0294,0.0334,0.00446,-0.112,-0.429,0.123,log
2022-01-24,"Reference: Fixed, Report: Fixed",0.164,0.0338,0.125,0.00494,-0.396,-0.712,0.284,log
2022-01-24,"Reference: Fixed, Report: Day of week",0.101,0.0285,0.0374,0.0348,-0.258,-0.325,0.181,log
2022-01-24,"Reference: Age, Report: Day of week",0.102,0.0289,0.0374,0.0353,-0.25,-0.319,0.181,log
2022-01-24,"Reference: Age and week, Report: Day of week",0.101,0.0287,0.0388,0.0332,-0.242,-0.328,0.18,log
2022-01-24,"Reference: Age and week by age, Report: Day of week",0.112,0.0321,0.0347,0.0456,-0.244,-0.254,0.202,log
2022-01-24,"Independent by age, Reference: Week, Report: Day of week",0.0924,0.0335,0.0518,0.00706,-0.227,-0.444,0.171,log
2022-01-24,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0852,0.0337,0.0472,0.00421,-0.167,-0.547,0.154,log
2022-01-25,"Reference: Fixed, Report: Fixed",0.1,0.0312,0.062,0.00724,-0.261,-0.698,0.183,log
2022-01-25,"Reference: Fixed, Report: Day of week",0.0844,0.0239,0.0468,0.0137,-0.252,-0.524,0.147,log
2022-01-25,"Reference: Age, Report: Day of week",0.0875,0.0243,0.0506,0.0126,-0.245,-0.564,0.152,log
2022-01-25,"Reference: Age and week, Report: Day of week",0.0886,0.0245,0.0516,0.0125,-0.253,-0.579,0.155,log
2022-01-25,"Reference: Age and week by age, Report: Day of week",0.114,0.0289,0.0731,0.0124,-0.266,-0.574,0.202,log
2022-01-25,"Independent by age, Reference: Week, Report: Day of week",0.0841,0.0276,0.0542,0.00229,-0.269,-0.692,0.153,log
2022-01-25,"Independent by age, Reference: Week and day of week, Report: Day of week",0.078,0.0274,0.0488,0.00178,-0.235,-0.705,0.155,log
2022-01-26,"Reference: Fixed, Report: Fixed",0.0806,0.0309,0.0381,0.0115,-0.138,-0.513,0.141,log
2022-01-26,"Reference: Fixed, Report: Day of week",0.0929,0.0221,0.0603,0.0106,-0.3,-0.656,0.159,log
2022-01-26,"Reference: Age, Report: Day of week",0.11,0.0221,0.0781,0.00932,-0.388,-0.761,0.183,log
2022-01-26,"Reference: Age and week, Report: Day of week",0.108,0.0222,0.0762,0.00922,-0.37,-0.746,0.182,log
2022-01-26,"Reference: Age and week by age, Report: Day of week",0.135,0.0261,0.101,0.00689,-0.432,-0.796,0.228,log
2022-01-26,"Independent by age, Reference: Week, Report: Day of week",0.0985,0.0254,0.0658,0.00724,-0.339,-0.787,0.178,log
2022-01-26,"Independent by age, Reference: Week and day of week, Report: Day of week",0.093,0.0257,0.0608,0.00659,-0.297,-0.759,0.166,log
2022-01-27,"Reference: Fixed, Report: Fixed",0.0626,0.0317,0.0147,0.0162,-0.0114,-0.142,0.111,log
2022-01-27,"Reference: Fixed, Report: Day of week",0.0745,0.0208,0.044,0.00982,-0.244,-0.589,0.134,log
2022-01-27,"Reference: Age, Report: Day of week",0.0709,0.0215,0.0392,0.0101,-0.218,-0.573,0.13,log
2022-01-27,"Reference: Age and week, Report: Day of week",0.0714,0.0215,0.04,0.00991,-0.219,-0.562,0.13,log
2022-01-27,"Reference: Age and week by age, Report: Day of week",0.0618,0.0255,0.0262,0.0101,-0.0828,-0.454,0.116,log
2022-01-27,"Independent by age, Reference: Week, Report: Day of week",0.0686,0.0249,0.0363,0.00728,-0.182,-0.568,0.12,log
2022-01-27,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0683,0.0253,0.0364,0.00671,-0.154,-0.512,0.116,log
2022-01-28,"Reference: Fixed, Report: Fixed",0.0571,0.0315,0.00975,0.0159,0.0308,-0.0759,0.0941,log
2022-01-28,"Reference: Fixed, Report: Day of week",0.0774,0.0209,0.0481,0.00832,-0.252,-0.562,0.139,log
2022-01-28,"Reference: Age, Report: Day of week",0.0744,0.0215,0.0445,0.00845,-0.244,-0.551,0.136,log
2022-01-28,"Reference: Age and week, Report: Day of week",0.0754,0.0215,0.0455,0.0084,-0.247,-0.548,0.139,log
2022-01-28,"Reference: Age and week by age, Report: Day of week",0.0812,0.029,0.0438,0.00843,-0.187,-0.578,0.154,log
2022-01-28,"Independent by age, Reference: Week, Report: Day of week",0.0644,0.0244,0.0342,0.00576,-0.172,-0.63,0.121,log
2022-01-28,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0645,0.0246,0.0334,0.00651,-0.128,-0.595,0.116,log
2022-01-29,"Reference: Fixed, Report: Fixed",0.0507,0.0307,0.0106,0.00938,0.0795,-0.213,0.0818,log
2022-01-29,"Reference: Fixed, Report: Day of week",0.0879,0.0204,0.0608,0.00665,-0.341,-0.712,0.151,log
2022-01-29,"Reference: Age, Report: Day of week",0.0852,0.0209,0.0578,0.00644,-0.33,-0.702,0.153,log
2022-01-29,"Reference: Age and week, Report: Day of week",0.0848,0.0211,0.057,0.00677,-0.32,-0.698,0.152,log
2022-01-29,"Reference: Age and week by age, Report: Day of week",0.094,0.0248,0.063,0.00619,-0.326,-0.707,0.172,log
2022-01-29,"Independent by age, Reference: Week, Report: Day of week",0.0789,0.0233,0.0512,0.00438,-0.294,-0.774,0.158,log
2022-01-29,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0785,0.0237,0.0503,0.00453,-0.278,-0.769,0.159,log
2022-01-30,"Reference: Fixed, Report: Fixed",0.0849,0.0315,0.0459,0.00747,-0.138,-0.573,0.16,log
2022-01-30,"Reference: Fixed, Report: Day of week",0.0915,0.0236,0.0494,0.0185,-0.304,-0.53,0.157,log
2022-01-30,"Reference: Age, Report: Day of week",0.0885,0.0245,0.0438,0.0202,-0.265,-0.49,0.155,log
2022-01-30,"Reference: Age and week, Report: Day of week",0.0877,0.0249,0.0417,0.0211,-0.252,-0.488,0.157,log
2022-01-30,"Reference: Age and week by age, Report: Day of week",0.0918,0.0285,0.0353,0.028,-0.203,-0.39,0.168,log
2022-01-30,"Independent by age, Reference: Week, Report: Day of week",0.0841,0.0269,0.0481,0.00914,-0.266,-0.618,0.16,log
2022-01-30,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0786,0.0275,0.0443,0.00674,-0.174,-0.615,0.143,log
2022-01-31,"Reference: Fixed, Report: Fixed",0.194,0.0316,0.155,0.00749,-0.445,-0.823,0.312,log
2022-01-31,"Reference: Fixed, Report: Day of week",0.13,0.0268,0.0588,0.0449,-0.354,-0.448,0.215,log
2022-01-31,"Reference: Age, Report: Day of week",0.131,0.027,0.062,0.0423,-0.36,-0.455,0.216,log
2022-01-31,"Reference: Age and week, Report: Day of week",0.131,0.0272,0.0602,0.0437,-0.347,-0.452,0.219,log
2022-01-31,"Reference: Age and week by age, Report: Day of week",0.13,0.0298,0.0562,0.0441,-0.325,-0.441,0.223,log
2022-01-31,"Independent by age, Reference: Week, Report: Day of week",0.116,0.0295,0.069,0.0179,-0.373,-0.571,0.205,log
2022-01-31,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0943,0.03,0.0559,0.00836,-0.247,-0.6,0.169,log
2022-02-01,"Reference: Fixed, Report: Fixed",0.123,0.0297,0.0884,0.00486,-0.351,-0.721,0.215,log
2022-02-01,"Reference: Fixed, Report: Day of week",0.106,0.0229,0.0674,0.0159,-0.325,-0.559,0.177,log
2022-02-01,"Reference: Age, Report: Day of week",0.111,0.0232,0.0744,0.0131,-0.341,-0.603,0.184,log
2022-02-01,"Reference: Age and week, Report: Day of week",0.112,0.0235,0.0758,0.0127,-0.344,-0.606,0.188,log
2022-02-01,"Reference: Age and week by age, Report: Day of week",0.147,0.0257,0.115,0.00574,-0.38,-0.711,0.24,log
2022-02-01,"Independent by age, Reference: Week, Report: Day of week",0.0997,0.0259,0.0696,0.00423,-0.308,-0.673,0.175,log
2022-02-01,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0858,0.026,0.0564,0.00342,-0.289,-0.735,0.166,log
2022-02-02,"Reference: Fixed, Report: Fixed",0.0876,0.0303,0.0457,0.0117,-0.206,-0.502,0.16,log
2022-02-02,"Reference: Fixed, Report: Day of week",0.103,0.0215,0.0693,0.0118,-0.326,-0.592,0.17,log
2022-02-02,"Reference: Age, Report: Day of week",0.0943,0.0227,0.0587,0.0129,-0.278,-0.564,0.163,log
2022-02-02,"Reference: Age and week, Report: Day of week",0.0967,0.0229,0.0615,0.0123,-0.279,-0.579,0.168,log
2022-02-02,"Reference: Age and week by age, Report: Day of week",0.092,0.0262,0.0574,0.00843,-0.237,-0.596,0.17,log
2022-02-02,"Independent by age, Reference: Week, Report: Day of week",0.0835,0.0253,0.0539,0.00429,-0.256,-0.628,0.159,log
2022-02-02,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0682,0.0257,0.0389,0.00367,-0.192,-0.653,0.137,log
2022-02-03,"Reference: Fixed, Report: Fixed",0.0783,0.0302,0.0371,0.011,-0.149,-0.42,0.14,log
2022-02-03,"Reference: Fixed, Report: Day of week",0.108,0.0205,0.0807,0.00705,-0.356,-0.673,0.174,log
2022-02-03,"Reference: Age, Report: Day of week",0.116,0.0209,0.0893,0.00586,-0.399,-0.733,0.187,log
2022-02-03,"Reference: Age and week, Report: Day of week",0.116,0.021,0.0891,0.00566,-0.399,-0.733,0.187,log
2022-02-03,"Reference: Age and week by age, Report: Day of week",0.122,0.0274,0.092,0.00301,-0.403,-0.768,0.214,log
2022-02-03,"Independent by age, Reference: Week, Report: Day of week",0.0965,0.0229,0.0711,0.00253,-0.365,-0.758,0.175,log
2022-02-03,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0868,0.0233,0.0609,0.00259,-0.328,-0.766,0.162,log
2022-02-04,"Reference: Fixed, Report: Fixed",0.0597,0.0301,0.0189,0.0107,-0.0649,-0.29,0.108,log
2022-02-04,"Reference: Fixed, Report: Day of week",0.0883,0.0198,0.0629,0.00565,-0.351,-0.635,0.152,log
